Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	1.374192	1.688035	60.653999	55.259998	
0.100000	1.362813	1.792744	60.944000	52.629997	
0.100000	1.365159	1.706947	60.869999	54.840000	
0.100000	1.363847	1.667504	60.973999	55.369999	
0.100000	1.353124	1.786038	61.049999	53.680000	
0.100000	1.358624	1.622344	61.063999	55.449997	
0.100000	1.357252	1.723314	61.079998	54.169998	
0.100000	1.360886	1.768389	60.935997	53.489998	
0.100000	1.359016	1.669395	60.969997	55.009998	
0.100000	1.351413	1.876767	61.208000	52.480000	
0.100000	1.352403	1.649589	61.073997	55.279999	
0.100000	1.354425	1.929510	61.062000	52.239998	
0.100000	1.355827	1.685024	61.132000	55.779999	
0.100000	1.351637	1.795879	61.251999	52.989998	
0.100000	1.356357	1.646482	61.137997	54.509998	
0.100000	1.347407	1.651271	61.349998	55.090000	
0.100000	1.346694	1.627044	61.363998	55.539997	
0.100000	1.345481	1.650721	61.523998	55.910000	
0.100000	1.352371	1.674633	61.079998	55.199997	
0.100000	1.343595	1.614089	61.399998	55.910000	
0.100000	1.342878	1.603202	61.185997	56.449997	
0.100000	1.343000	1.580127	61.444000	56.829998	
0.100000	1.339408	1.560908	61.306000	57.759998	
0.100000	1.339613	1.676107	61.543999	55.239998	
0.100000	1.334556	1.693186	61.667999	54.590000	
0.100000	1.336256	1.726149	61.619999	54.329998	
0.100000	1.331787	1.689151	61.579998	55.169998	
0.100000	1.330970	1.849661	61.669998	52.529999	
0.100000	1.337761	1.661620	61.444000	54.750000	
0.100000	1.331594	1.702095	61.771999	54.660000	
0.100000	1.332283	1.571654	61.773998	56.899998	
0.100000	1.326802	1.528787	61.681999	57.439999	
0.100000	1.330973	1.647967	61.703999	56.270000	
0.100000	1.329403	1.581709	61.587997	57.180000	
0.100000	1.321966	1.610823	61.787998	56.770000	
0.100000	1.328933	1.726394	61.741997	54.629997	
0.100000	1.323038	1.682603	61.821999	55.039997	
0.100000	1.318326	1.707523	61.969997	54.930000	
0.100000	1.313568	1.921222	62.194000	51.389999	
0.100000	1.321825	1.743932	61.889999	54.859997	
0.100000	1.314534	1.723121	62.135998	54.439999	
0.100000	1.326638	1.634123	61.991997	56.369999	
0.100000	1.318092	1.675329	61.813999	55.989998	
0.100000	1.317420	1.695219	61.977997	54.419998	
0.100000	1.314491	1.674977	62.195999	54.410000	
0.100000	1.317238	1.616387	62.009998	56.449997	
0.100000	1.311701	1.673670	62.043999	55.230000	
0.100000	1.315045	1.732468	62.167999	54.369999	
0.100000	1.308452	1.547912	62.431999	57.689999	
0.100000	1.317933	1.538506	62.077999	57.820000	
0.100000	1.308106	1.714732	62.430000	54.439999	
0.100000	1.317201	1.634102	62.149998	55.559998	
0.100000	1.300788	1.687321	62.455997	55.750000	
0.100000	1.313001	1.705568	62.079998	55.930000	
0.100000	1.309971	1.632137	62.413998	56.059998	
0.100000	1.309521	1.669622	62.393997	55.279999	
0.100000	1.310237	1.583175	62.197998	58.000000	
0.100000	1.315418	1.582873	62.065998	57.139999	
0.100000	1.308698	1.589420	62.202000	56.930000	
0.100000	1.304421	1.666765	62.382000	55.770000	
0.100000	1.306449	1.606662	62.579998	57.349998	
0.100000	1.299714	1.813205	62.265999	53.309998	
0.100000	1.302205	1.614105	62.571999	55.859997	
0.100000	1.302274	1.556377	62.257999	56.629997	
0.100000	1.304617	1.909932	62.649998	52.160000	
0.100000	1.295950	1.529487	62.563999	58.509998	
0.100000	1.292084	1.613525	62.783997	56.590000	
0.100000	1.306504	1.592614	62.279999	56.660000	
0.100000	1.295514	1.774366	62.618000	53.570000	
0.100000	1.286184	1.728761	62.869999	54.160000	
0.100000	1.306939	1.605375	62.223999	56.739998	
0.100000	1.296817	1.539003	62.326000	57.879997	
0.100000	1.298167	1.575113	62.473999	56.949997	
0.100000	1.296319	1.783137	62.683998	53.340000	
0.100000	1.301943	1.866213	62.424000	53.329998	
0.100000	1.292940	1.630275	62.691998	56.849998	
0.100000	1.290078	1.534541	62.601997	57.820000	
0.100000	1.294194	1.638190	62.591999	56.209999	
0.100000	1.287886	1.722315	62.663998	55.039997	
0.100000	1.288136	1.646463	62.741997	55.289997	
0.100000	1.293936	1.547235	62.683998	57.369999	
0.100000	1.283686	1.532184	62.851997	58.320000	
0.100000	1.287886	1.538942	62.873997	58.269997	
0.100000	1.287824	1.587762	62.632000	56.750000	
0.100000	1.287546	1.513389	62.667999	58.329998	
0.100000	1.286503	1.667041	62.997997	55.609997	
0.010000	0.986030	1.144738	71.473999	66.799995	
0.010000	0.907366	1.134927	73.323997	67.650002	
0.010000	0.884242	1.122966	73.848000	67.879997	
0.010000	0.859713	1.128127	74.633995	67.909996	
0.010000	0.851243	1.129257	74.776001	68.169998	
0.010000	0.837484	1.125897	75.220001	68.019997	
0.010000	0.828278	1.133418	75.264000	67.689995	
0.010000	0.820409	1.135430	75.517998	68.159996	
0.010000	0.810655	1.140541	75.792000	68.189995	
0.010000	0.805374	1.144942	75.928001	67.750000	
0.010000	0.796823	1.147111	76.199997	68.290001	
0.010000	0.797499	1.142720	76.139999	68.290001	
0.010000	0.790222	1.163592	76.306000	67.889999	
0.010000	0.783219	1.152113	76.313995	67.849998	
0.010000	0.783680	1.149360	76.375999	68.029999	
0.010000	0.781599	1.151345	76.557999	68.259995	
0.010000	0.776419	1.152365	76.613998	67.869995	
0.010000	0.774889	1.153028	76.495995	68.159996	
0.010000	0.769031	1.167686	76.713997	67.650002	
0.010000	0.762764	1.160642	77.003998	67.769997	
0.010000	0.765233	1.188892	76.919998	67.739998	
0.010000	0.762923	1.169577	77.007996	67.959999	
0.010000	0.760163	1.158035	76.953995	68.029999	
0.010000	0.760130	1.201207	76.869995	67.580002	
0.010000	0.756837	1.172985	77.026001	67.849998	
0.010000	0.761421	1.210079	76.973999	67.209999	
0.010000	0.755500	1.188870	77.112000	67.669998	
0.010000	0.756687	1.194276	76.889999	68.089996	
0.010000	0.753458	1.188012	77.112000	67.720001	
0.010000	0.753998	1.195862	77.213997	67.540001	
0.010000	0.748964	1.209259	77.285995	67.009995	
0.010000	0.751039	1.190447	77.367996	67.750000	
0.010000	0.754407	1.203048	77.026001	67.080002	
0.010000	0.756107	1.212234	77.065994	67.379997	
0.010000	0.748143	1.201429	77.245995	67.739998	
0.010000	0.749340	1.202460	77.273994	67.619995	
0.010000	0.743767	1.218262	77.285995	67.159996	
0.010000	0.742440	1.223257	77.281998	67.470001	
0.010000	0.745920	1.225929	77.278000	66.919998	
0.010000	0.748916	1.209485	77.199997	67.169998	
0.010000	0.744792	1.220238	77.353996	67.339996	
0.010000	0.746780	1.243755	77.311996	66.759995	
0.010000	0.747825	1.202001	77.253998	67.119995	
0.010000	0.745319	1.211180	77.241997	67.349998	
0.010000	0.747419	1.238921	77.369995	67.150002	
0.010000	0.749015	1.258120	77.028000	66.570000	
0.010000	0.742200	1.221398	77.293999	67.089996	
0.010000	0.744646	1.223264	77.071999	67.040001	
0.010000	0.743904	1.248047	77.465996	67.169998	
0.010000	0.748799	1.224306	77.147995	66.919998	
0.010000	0.742587	1.229266	77.243996	66.900002	
0.010000	0.744912	1.231520	77.264000	67.099998	
0.010000	0.743617	1.272894	77.306000	65.930000	
0.010000	0.740183	1.220944	77.419998	67.239998	
0.010000	0.747585	1.226306	77.197998	67.559998	
0.010000	0.745101	1.256374	77.447998	66.470001	
0.010000	0.742372	1.246089	77.234001	66.489998	
0.010000	0.745051	1.278503	77.259995	66.459999	
0.010000	0.746961	1.249090	77.211998	66.879997	
0.010000	0.740951	1.281973	77.481995	66.029999	
0.010000	0.740442	1.242255	77.145996	66.830002	
0.010000	0.740390	1.257966	77.297997	66.509995	
0.010000	0.746115	1.253023	77.250000	66.320000	
0.010000	0.743328	1.282536	77.407997	66.260002	
0.010000	0.741448	1.252080	77.239998	66.409996	
0.010000	0.749701	1.269349	76.935997	66.529999	
0.010000	0.743471	1.276443	77.278000	66.339996	
0.010000	0.745426	1.283346	77.381996	66.290001	
0.010000	0.744780	1.281479	76.965996	66.320000	
0.010000	0.739521	1.265921	77.461998	66.010002	
0.010000	0.741591	1.275877	77.447998	66.299995	
0.010000	0.750988	1.288791	76.958000	66.250000	
0.010000	0.743295	1.266426	77.473999	66.909996	
0.010000	0.743968	1.301609	77.229996	66.209999	
0.010000	0.747216	1.253461	77.189995	66.820000	
0.001000	0.640504	1.161565	80.647995	68.879997	
0.001000	0.605971	1.144646	81.748001	69.209999	
0.001000	0.598243	1.152395	82.175995	68.959999	
0.001000	0.586938	1.163066	82.346001	68.830002	
0.001000	0.588555	1.151323	82.171997	69.279999	
0.001000	0.582603	1.160958	82.423996	68.879997	
0.001000	0.577145	1.159301	82.633995	68.759995	
0.001000	0.580288	1.162829	82.495995	68.949997	
0.001000	0.576865	1.163080	82.666000	68.939995	
0.001000	0.572513	1.166580	82.793999	68.830002	
0.001000	0.574278	1.165921	82.745995	68.970001	
0.001000	0.569525	1.163110	82.596001	68.809998	
0.001000	0.568689	1.168206	82.841995	68.900002	
0.001000	0.565808	1.163491	82.853996	68.989998	
0.001000	0.568977	1.166141	82.837997	68.909996	
0.001000	0.568173	1.177989	82.879997	68.809998	
0.001000	0.566071	1.176952	83.021996	68.779999	
0.001000	0.564486	1.181128	82.963997	68.869995	
0.001000	0.562471	1.186247	83.005997	68.750000	
0.001000	0.560887	1.178288	83.031998	68.889999	
0.001000	0.557294	1.187905	83.243996	68.809998	
0.001000	0.556468	1.187087	83.292000	69.119995	
0.001000	0.559499	1.189271	83.012001	68.720001	
0.001000	0.553357	1.198469	83.407997	68.669998	
0.001000	0.553600	1.188347	83.236000	68.900002	
0.001000	0.553947	1.192837	83.353996	68.629997	
0.001000	0.551513	1.196982	83.139999	68.739998	
0.001000	0.557797	1.189081	83.101997	68.599998	
0.001000	0.551123	1.191808	83.363998	68.659996	
0.001000	0.551265	1.195908	83.223999	68.769997	
0.001000	0.548843	1.195338	83.327995	68.860001	
0.001000	0.549503	1.196148	83.209999	68.619995	
0.001000	0.548913	1.206181	83.220001	68.809998	
0.001000	0.547754	1.198823	83.281998	68.759995	
0.001000	0.546333	1.200372	83.259995	68.720001	
0.001000	0.544100	1.191704	83.537994	68.680000	
0.001000	0.543275	1.197142	83.475998	68.610001	
0.001000	0.546063	1.204549	83.435997	68.400002	
0.001000	0.544177	1.207244	83.473999	68.339996	
0.001000	0.542234	1.222929	83.400002	68.509995	
0.001000	0.544379	1.218312	83.517998	68.389999	
0.001000	0.540273	1.214519	83.540001	68.330002	
0.001000	0.548505	1.214730	83.187996	68.449997	
0.001000	0.540202	1.209041	83.601997	68.860001	
0.001000	0.540123	1.209268	83.334000	68.580002	
0.001000	0.542788	1.215819	83.458000	68.559998	
0.001000	0.543892	1.215638	83.383995	68.519997	
0.001000	0.542190	1.214504	83.337997	68.430000	
0.001000	0.536679	1.215169	83.727997	68.479996	
0.001000	0.540921	1.211779	83.461998	68.680000	
0.001000	0.538787	1.219189	83.638000	68.189995	
0.001000	0.536739	1.228118	83.645996	68.180000	
0.001000	0.538375	1.218604	83.612000	68.360001	
0.001000	0.539921	1.226203	83.386002	68.320000	
0.001000	0.535792	1.231331	83.481995	68.220001	
0.001000	0.533466	1.222328	83.708000	68.189995	
0.001000	0.532562	1.222717	83.659996	68.349998	
0.001000	0.533677	1.233034	83.711998	68.099998	
0.001000	0.534195	1.229148	83.785995	68.639999	
0.001000	0.536452	1.230731	83.543999	68.570000	
0.001000	0.534778	1.251357	83.603996	68.229996	
0.001000	0.531855	1.227786	83.793999	67.979996	
0.001000	0.534068	1.226876	83.405998	68.360001	
0.001000	0.534326	1.234421	83.447998	68.110001	
0.001000	0.533975	1.223096	83.627998	68.559998	
0.001000	0.530778	1.233441	83.664001	68.150002	
0.001000	0.526250	1.230077	83.875999	68.360001	
0.001000	0.525588	1.235282	84.054001	68.159996	
0.001000	0.528463	1.232899	84.021996	68.479996	
0.001000	0.527723	1.222721	83.811996	68.409996	
0.001000	0.534708	1.243434	83.643997	67.860001	
0.001000	0.525156	1.247632	83.928001	68.220001	
0.001000	0.525801	1.230019	83.897995	68.189995	
0.001000	0.526955	1.230623	83.848000	68.119995	
0.001000	0.527360	1.243121	83.720001	68.159996	
