Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.259397	0.394542	91.007996	87.419998	
0.100000	0.254858	0.387336	91.273994	87.790001	
0.100000	0.257485	0.401666	91.009995	87.320000	
0.100000	0.254762	0.398687	91.211998	87.150002	
0.100000	0.253832	0.367814	91.306000	87.860001	
0.100000	0.258557	0.377289	91.119995	87.930000	
0.100000	0.257923	0.334798	91.049995	89.089996	
0.100000	0.254332	0.387079	91.107994	87.180000	
0.100000	0.255098	0.332651	91.169998	89.269997	
0.100000	0.250371	0.570572	91.236000	83.189995	
0.100000	0.250740	0.398627	91.245995	87.589996	
0.100000	0.250492	0.380174	91.341995	87.549995	
0.100000	0.250813	0.446110	91.267998	85.339996	
0.100000	0.251001	0.358966	91.332001	88.459999	
0.100000	0.246959	0.441604	91.325996	86.079994	
0.100000	0.244771	0.347193	91.533997	88.860001	
0.100000	0.238948	0.330087	91.647995	89.099998	
0.100000	0.240856	0.381087	91.612000	87.489998	
0.100000	0.246374	0.343010	91.507996	88.529999	
0.100000	0.238054	0.358168	91.743996	88.959999	
0.100000	0.243158	0.368457	91.612000	88.099998	
0.100000	0.244385	0.361617	91.607994	88.549995	
0.100000	0.238334	0.347183	91.741997	88.479996	
0.100000	0.239924	0.351400	91.678001	88.689995	
0.100000	0.236704	0.390107	91.603996	87.829994	
0.100000	0.244720	0.475432	91.554001	85.419998	
0.100000	0.240207	0.361750	91.689995	88.909996	
0.100000	0.239793	0.367999	91.575996	87.949997	
0.100000	0.235796	0.421977	91.722000	87.419998	
0.100000	0.236023	0.348932	91.832001	88.900002	
0.100000	0.235711	0.372205	91.793999	88.180000	
0.100000	0.232957	0.341125	91.818001	88.930000	
0.100000	0.238792	0.313840	91.801994	89.570000	
0.100000	0.233621	0.386877	91.785995	87.650002	
0.100000	0.237746	0.440145	91.725998	86.659996	
0.100000	0.234661	0.360359	91.871994	88.169998	
0.100000	0.236427	0.355288	91.687996	88.459999	
0.100000	0.231311	0.317705	92.026001	90.009995	
0.100000	0.232558	0.407867	91.823997	87.779999	
0.100000	0.237596	0.378100	91.715996	88.150002	
0.100000	0.228709	0.424644	91.911995	87.099998	
0.100000	0.231790	0.414415	91.874001	87.220001	
0.100000	0.231245	0.326237	91.977997	89.470001	
0.100000	0.230679	0.384845	91.951996	87.799995	
0.100000	0.234915	0.468309	91.813995	86.349998	
0.100000	0.234443	0.354115	91.799995	88.299995	
0.100000	0.222982	0.343953	92.161995	88.769997	
0.100000	0.228217	0.418233	91.972000	86.979996	
0.100000	0.223993	0.326942	92.167999	89.329994	
0.100000	0.229678	0.334759	92.019997	89.259995	
0.100000	0.230960	0.346467	91.977997	88.519997	
0.100000	0.229587	0.338618	91.921997	89.159996	
0.100000	0.225154	0.400026	92.089996	87.669998	
0.100000	0.222604	0.331998	92.281998	89.470001	
0.100000	0.227525	0.407732	92.107994	87.439995	
0.100000	0.226161	0.408835	92.231995	87.209999	
0.100000	0.222840	0.377072	92.271996	88.279999	
0.100000	0.224462	0.323967	92.194000	89.610001	
0.100000	0.232018	0.340476	91.895996	89.189995	
0.100000	0.223079	0.337096	92.192001	88.959999	
0.100000	0.225986	0.407017	92.110001	87.229996	
0.100000	0.232074	0.395976	91.885994	88.089996	
0.100000	0.223214	0.352315	92.273994	88.540001	
0.100000	0.223826	0.346958	92.227997	88.909996	
0.100000	0.219687	0.390696	92.313995	88.059998	
0.100000	0.224402	0.372466	92.237999	87.839996	
0.100000	0.223790	0.390016	92.089996	87.229996	
0.100000	0.220720	0.386052	92.416000	88.009995	
0.100000	0.220302	0.391735	92.278000	87.299995	
0.100000	0.224539	0.391565	92.166000	87.589996	
0.100000	0.224554	0.342722	92.117996	89.110001	
0.100000	0.221411	0.370031	92.311996	88.589996	
0.100000	0.223815	0.431568	92.135994	87.269997	
0.100000	0.216505	0.399260	92.428001	88.099998	
0.100000	0.223158	0.382943	92.225998	87.619995	
0.100000	0.223458	0.390232	92.250000	88.110001	
0.100000	0.221505	0.368620	92.211998	88.639999	
0.100000	0.222861	0.405597	92.245995	86.699997	
0.100000	0.219799	0.341339	92.409996	88.820000	
0.100000	0.217885	0.384163	92.351997	87.820000	
0.100000	0.218983	0.413376	92.461998	86.589996	
0.100000	0.220934	0.357044	92.423996	88.400002	
0.100000	0.216143	0.293826	92.353996	90.189995	
0.100000	0.222665	0.307557	92.161995	90.129997	
0.100000	0.219543	0.414396	92.335999	86.659996	
0.100000	0.220584	0.379618	92.365997	87.839996	
0.100000	0.220191	0.379819	92.313995	87.629997	
0.100000	0.218015	0.339105	92.374001	89.400002	
0.100000	0.218383	0.325806	92.461998	89.470001	
0.100000	0.216297	0.343622	92.385994	89.309998	
0.100000	0.217361	0.329947	92.421997	89.169998	
0.100000	0.215992	0.391256	92.531998	88.119995	
0.100000	0.214793	0.360428	92.587997	88.729996	
0.100000	0.216823	0.345673	92.371994	89.139999	
0.100000	0.217539	0.336676	92.433998	89.059998	
0.010000	0.116001	0.194652	96.149994	93.799995	
0.010000	0.083004	0.190573	97.273994	93.909996	
0.010000	0.073422	0.191778	97.601997	94.019997	
0.010000	0.064817	0.190882	97.909996	94.079994	
0.010000	0.057979	0.190510	98.121994	94.099998	
0.010000	0.054596	0.195964	98.194000	94.099998	
0.010000	0.048966	0.194130	98.437996	94.209999	
0.010000	0.048890	0.198623	98.416000	94.229996	
0.010000	0.043819	0.201283	98.617996	94.059998	
0.010000	0.041669	0.198495	98.673996	94.239998	
0.010000	0.038937	0.209375	98.779999	93.919998	
0.010000	0.037043	0.205244	98.874001	94.139999	
0.010000	0.033562	0.203434	98.993996	94.209999	
0.010000	0.031802	0.206990	99.007996	94.250000	
0.010000	0.030716	0.220913	99.065994	93.829994	
0.010000	0.029569	0.216953	99.043999	94.139999	
0.010000	0.029570	0.214269	99.061996	94.290001	
0.010000	0.027738	0.227553	99.153999	94.049995	
0.010000	0.026520	0.220508	99.181999	94.139999	
0.010000	0.024065	0.217571	99.309998	94.329994	
0.010000	0.024353	0.226445	99.234001	94.049995	
0.010000	0.024054	0.228341	99.309998	94.070000	
0.010000	0.023682	0.231257	99.327995	93.839996	
0.010000	0.022848	0.222771	99.313995	94.169998	
0.010000	0.021748	0.225758	99.375999	94.079994	
0.010000	0.021115	0.228233	99.335999	93.970001	
0.010000	0.021877	0.219449	99.383995	94.269997	
0.010000	0.021972	0.233461	99.321999	94.199997	
0.010000	0.020199	0.232225	99.402000	94.079994	
0.010000	0.020375	0.238522	99.383995	94.089996	
0.010000	0.019850	0.241340	99.419998	94.009995	
0.010000	0.019607	0.238224	99.399994	94.110001	
0.010000	0.018902	0.237101	99.475998	94.209999	
0.010000	0.018476	0.249816	99.423996	93.979996	
0.010000	0.018618	0.243104	99.441994	93.799995	
0.010000	0.019191	0.234869	99.431999	94.229996	
0.010000	0.017996	0.226381	99.461998	94.379997	
0.010000	0.019109	0.234528	99.444000	94.070000	
0.010000	0.017369	0.232863	99.503998	94.360001	
0.010000	0.018231	0.238573	99.459999	94.099998	
0.010000	0.018326	0.235274	99.484001	94.250000	
0.010000	0.018266	0.244420	99.421997	93.879997	
0.010000	0.019896	0.246662	99.409996	93.899994	
0.010000	0.018661	0.239315	99.425995	93.989998	
0.010000	0.019194	0.241996	99.425995	94.049995	
0.010000	0.017887	0.251766	99.477997	93.709999	
0.010000	0.020005	0.242623	99.388000	93.919998	
0.010000	0.016336	0.238416	99.573997	94.079994	
0.010000	0.018113	0.244340	99.439995	94.149994	
0.010000	0.016015	0.238120	99.575996	94.110001	
0.010000	0.017783	0.242619	99.491997	94.070000	
0.010000	0.019900	0.251400	99.416000	94.019997	
0.010000	0.017229	0.238750	99.495995	94.000000	
0.010000	0.017842	0.250369	99.475998	94.019997	
0.010000	0.018696	0.243935	99.433998	94.009995	
0.010000	0.020919	0.249253	99.362000	93.839996	
0.010000	0.019783	0.244802	99.339996	94.110001	
0.010000	0.019370	0.250078	99.447998	93.629997	
0.010000	0.019992	0.252195	99.397995	93.729996	
0.010000	0.019292	0.250802	99.413994	93.869995	
0.010000	0.022075	0.256078	99.267998	93.889999	
0.010000	0.019253	0.263697	99.409996	93.889999	
0.010000	0.022170	0.258701	99.290001	93.639999	
0.010000	0.022530	0.257454	99.307999	93.839996	
0.010000	0.021845	0.267646	99.318001	93.320000	
0.010000	0.023136	0.260529	99.281998	93.689995	
0.010000	0.022734	0.253505	99.293999	93.869995	
0.010000	0.022574	0.259969	99.299995	93.559998	
0.010000	0.022025	0.257040	99.323997	93.930000	
0.010000	0.026712	0.247418	99.124001	93.879997	
0.010000	0.025133	0.255110	99.171997	93.799995	
0.010000	0.023976	0.243524	99.237999	94.229996	
0.010000	0.024339	0.259210	99.227997	93.599998	
0.010000	0.021826	0.251783	99.327995	93.720001	
0.010000	0.023884	0.246759	99.208000	93.899994	
0.001000	0.016424	0.226262	99.521996	94.360001	
0.001000	0.011847	0.224884	99.708000	94.509995	
0.001000	0.010573	0.221090	99.743996	94.649994	
0.001000	0.008848	0.221121	99.804001	94.579994	
0.001000	0.008389	0.218925	99.818001	94.470001	
0.001000	0.007843	0.220852	99.843994	94.669998	
0.001000	0.007038	0.222612	99.874001	94.589996	
0.001000	0.007269	0.221114	99.857994	94.649994	
0.001000	0.007403	0.219171	99.848000	94.680000	
0.001000	0.006598	0.224882	99.885994	94.639999	
0.001000	0.006014	0.222379	99.905998	94.619995	
0.001000	0.005878	0.225805	99.916000	94.639999	
0.001000	0.006292	0.221503	99.883995	94.570000	
0.001000	0.006334	0.227030	99.877998	94.639999	
0.001000	0.005133	0.227084	99.937996	94.500000	
0.001000	0.006296	0.226411	99.885994	94.669998	
0.001000	0.005760	0.225493	99.893997	94.659996	
0.001000	0.005220	0.223588	99.921997	94.669998	
0.001000	0.005981	0.229846	99.874001	94.470001	
0.001000	0.004974	0.227359	99.930000	94.570000	
0.001000	0.005492	0.227147	99.899994	94.479996	
0.001000	0.005387	0.225930	99.919998	94.619995	
0.001000	0.005134	0.225373	99.905998	94.519997	
0.001000	0.004583	0.231874	99.930000	94.500000	
0.001000	0.004925	0.227292	99.927994	94.659996	
0.001000	0.004913	0.227663	99.919998	94.659996	
0.001000	0.004739	0.227615	99.923996	94.759995	
0.001000	0.004340	0.228373	99.953995	94.689995	
0.001000	0.004628	0.227862	99.939995	94.639999	
0.001000	0.004362	0.224883	99.935997	94.699997	
0.001000	0.004484	0.226598	99.935997	94.599998	
0.001000	0.004343	0.223108	99.941994	94.720001	
0.001000	0.004027	0.223765	99.937996	94.689995	
0.001000	0.004210	0.227258	99.931999	94.659996	
0.001000	0.004336	0.227524	99.939995	94.709999	
0.001000	0.005034	0.226981	99.905998	94.659996	
0.001000	0.004366	0.225480	99.941994	94.680000	
0.001000	0.004254	0.229846	99.944000	94.659996	
0.001000	0.004300	0.228261	99.937996	94.619995	
0.001000	0.004106	0.228246	99.951996	94.619995	
0.001000	0.004477	0.227923	99.935997	94.629997	
0.001000	0.003966	0.230209	99.939995	94.500000	
0.001000	0.004043	0.234217	99.959999	94.529999	
0.001000	0.004038	0.224617	99.947998	94.680000	
0.001000	0.003859	0.227435	99.949997	94.639999	
0.001000	0.004199	0.227873	99.935997	94.589996	
0.001000	0.003980	0.231782	99.945999	94.470001	
0.001000	0.003887	0.234066	99.945999	94.589996	
0.001000	0.004035	0.228034	99.949997	94.579994	
0.001000	0.003939	0.228969	99.931999	94.559998	
0.001000	0.004205	0.228141	99.941994	94.570000	
0.001000	0.004201	0.227148	99.953995	94.570000	
0.001000	0.003739	0.232259	99.945999	94.629997	
0.001000	0.003701	0.230016	99.949997	94.629997	
0.001000	0.003527	0.229038	99.958000	94.619995	
0.001000	0.003647	0.231565	99.953995	94.599998	
0.001000	0.003797	0.229875	99.933998	94.610001	
0.001000	0.003999	0.232754	99.923996	94.589996	
0.001000	0.003675	0.229577	99.951996	94.619995	
0.001000	0.004168	0.234804	99.937996	94.470001	
0.001000	0.003501	0.232466	99.953995	94.689995	
0.001000	0.003763	0.230426	99.945999	94.659996	
0.001000	0.003626	0.233498	99.956001	94.619995	
0.001000	0.003744	0.233777	99.953995	94.489998	
0.001000	0.003596	0.229129	99.951996	94.629997	
0.001000	0.003523	0.229529	99.953995	94.680000	
0.001000	0.003581	0.233968	99.949997	94.519997	
0.001000	0.003268	0.232075	99.972000	94.680000	
0.001000	0.003764	0.236699	99.949997	94.629997	
0.001000	0.003616	0.231946	99.944000	94.639999	
0.001000	0.003587	0.230886	99.945999	94.610001	
0.001000	0.003383	0.229799	99.959999	94.709999	
0.001000	0.003567	0.233256	99.949997	94.750000	
0.001000	0.003598	0.233491	99.956001	94.739998	
0.001000	0.003451	0.232352	99.959999	94.659996	
