Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.385130	0.600634	86.797997	81.070000	
0.100000	0.381542	0.488649	86.883995	83.989998	
0.100000	0.383950	0.467336	86.624001	84.229996	
0.100000	0.383348	0.523526	86.813995	83.369995	
0.100000	0.381050	0.494889	86.769997	83.509995	
0.100000	0.379023	0.436437	86.860001	85.439995	
0.100000	0.384069	0.466769	86.755997	84.089996	
0.100000	0.376007	0.486863	87.124001	84.049995	
0.100000	0.385589	0.529559	86.617996	82.699997	
0.100000	0.378149	0.511371	86.895996	83.199997	
0.100000	0.378022	0.569416	86.917999	81.939995	
0.100000	0.384044	0.481631	86.655998	84.799995	
0.100000	0.374492	0.462166	87.085999	83.769997	
0.100000	0.380762	0.482567	86.765999	84.279999	
0.100000	0.373163	0.499621	86.947998	83.669998	
0.100000	0.374803	0.591851	87.173996	81.029999	
0.100000	0.374739	0.423348	87.005997	85.689995	
0.100000	0.378392	0.504355	86.970001	82.949997	
0.100000	0.378120	0.580750	86.951996	81.619995	
0.100000	0.374257	0.476072	87.026001	84.009995	
0.100000	0.376915	0.453805	87.057999	84.849998	
0.100000	0.370268	0.546238	87.121994	82.839996	
0.100000	0.378982	0.481884	86.783997	84.079994	
0.100000	0.372123	0.462253	87.147995	84.699997	
0.100000	0.375352	0.503699	87.026001	83.430000	
0.100000	0.376121	0.515941	87.007996	83.360001	
0.100000	0.376274	0.495291	87.000000	83.339996	
0.100000	0.373154	0.445332	87.061996	85.269997	
0.100000	0.379434	0.553566	86.827995	81.959999	
0.100000	0.371272	0.480635	87.195999	84.459999	
0.100000	0.372511	0.510559	87.220001	82.299995	
0.100000	0.375384	0.422919	87.089996	85.989998	
0.100000	0.372961	0.614813	86.993996	81.150002	
0.100000	0.373110	0.495207	87.056000	83.500000	
0.100000	0.372350	0.448797	87.297997	84.930000	
0.100000	0.369770	0.503934	87.234001	83.019997	
0.100000	0.368811	0.580045	87.192001	80.599998	
0.100000	0.366792	0.500676	87.348000	83.430000	
0.100000	0.374593	0.539639	87.026001	82.869995	
0.100000	0.370265	0.492483	87.187996	84.129997	
0.100000	0.376310	0.521407	86.917999	82.379997	
0.100000	0.368501	0.514266	87.423996	82.949997	
0.100000	0.362078	0.483767	87.470001	84.000000	
0.100000	0.365898	0.496862	87.381996	83.209999	
0.100000	0.371817	0.549773	87.183998	81.970001	
0.100000	0.370869	0.483347	87.139999	83.879997	
0.100000	0.368010	0.525506	87.276001	83.470001	
0.100000	0.368357	0.494572	87.215996	83.750000	
0.100000	0.368200	0.486781	87.290001	84.309998	
0.100000	0.368632	0.527047	87.355995	82.739998	
0.100000	0.366229	0.543794	87.477997	82.529999	
0.100000	0.371365	0.558748	87.178001	81.959999	
0.100000	0.370036	0.500007	87.203995	83.589996	
0.100000	0.370599	0.569367	87.099998	80.939995	
0.100000	0.365105	0.422458	87.456001	85.889999	
0.100000	0.361272	0.545005	87.505997	81.930000	
0.100000	0.365260	0.514537	87.355995	82.820000	
0.100000	0.363446	0.442199	87.337997	85.369995	
0.010000	0.249850	0.290718	91.355995	90.099998	
0.010000	0.215450	0.279957	92.579994	90.559998	
0.010000	0.201830	0.283807	92.893997	90.570000	
0.010000	0.193469	0.273484	93.362000	90.729996	
0.010000	0.187009	0.272329	93.447998	90.919998	
0.010000	0.182477	0.271592	93.689995	91.110001	
0.010000	0.177697	0.282805	93.765999	90.899994	
0.010000	0.176397	0.275607	94.000000	90.879997	
0.010000	0.173102	0.287197	93.885994	90.570000	
0.010000	0.168704	0.283371	93.977997	90.899994	
0.010000	0.165547	0.279726	94.262001	90.689995	
0.010000	0.162166	0.281009	94.309998	90.790001	
0.010000	0.159400	0.284782	94.449997	90.729996	
0.010000	0.159392	0.284911	94.395996	91.059998	
0.010000	0.157887	0.299535	94.467995	90.250000	
0.010000	0.157543	0.288869	94.505997	90.639999	
0.010000	0.155657	0.290926	94.596001	90.899994	
0.010000	0.152229	0.303193	94.605995	90.329994	
0.010000	0.151256	0.288635	94.687996	90.769997	
0.010000	0.149623	0.295497	94.680000	90.669998	
0.010000	0.148672	0.295874	94.615997	90.879997	
0.010000	0.146730	0.305976	94.773994	90.769997	
0.010000	0.147245	0.300724	94.764000	90.829994	
0.010000	0.146912	0.292209	94.885994	90.889999	
0.010000	0.143203	0.298707	94.965996	90.750000	
0.010000	0.145271	0.297949	94.893997	90.849998	
0.010000	0.141160	0.310708	95.049995	90.669998	
0.010000	0.142263	0.299114	94.991997	90.589996	
0.010000	0.141064	0.306116	95.222000	90.549995	
0.010000	0.142100	0.316874	94.933998	90.290001	
0.010000	0.142017	0.313271	94.945999	90.290001	
0.010000	0.140874	0.308459	94.989998	90.599998	
0.010000	0.138167	0.305474	95.033997	90.769997	
0.010000	0.141882	0.307079	94.942001	90.639999	
0.010000	0.137213	0.300266	95.211998	90.970001	
0.010000	0.142288	0.318400	94.823997	90.549995	
0.010000	0.139473	0.312830	95.054001	90.570000	
0.010000	0.138869	0.315283	95.029999	90.329994	
0.010000	0.138025	0.333631	95.049995	89.970001	
0.010000	0.142362	0.310328	94.956001	90.570000	
0.010000	0.137793	0.320443	95.101997	90.339996	
0.010000	0.139429	0.313874	95.007996	90.759995	
0.010000	0.138827	0.311541	95.141998	90.430000	
0.010000	0.138643	0.331971	95.099998	90.320000	
0.010000	0.139667	0.312573	95.125999	90.389999	
0.010000	0.141005	0.308604	94.989998	90.500000	
0.010000	0.137457	0.325246	95.138000	90.089996	
0.010000	0.139979	0.351121	95.103996	89.799995	
0.010000	0.139740	0.319299	95.028000	90.579994	
0.010000	0.136234	0.345943	95.056000	89.769997	
0.010000	0.139786	0.322557	95.045998	90.430000	
0.010000	0.137066	0.335252	95.222000	90.129997	
0.010000	0.140044	0.343679	95.037994	89.949997	
0.010000	0.135195	0.314688	95.101997	90.309998	
0.010000	0.137841	0.335726	95.143997	89.989998	
0.010000	0.140374	0.318013	94.933998	90.400002	
0.010000	0.139090	0.325741	95.070000	90.449997	
0.010000	0.137044	0.345433	95.096001	90.119995	
0.010000	0.137857	0.319481	95.057999	90.419998	
0.010000	0.139220	0.333680	95.049995	90.320000	
0.010000	0.137312	0.349810	95.153999	89.570000	
0.010000	0.136251	0.330431	95.133995	90.159996	
0.010000	0.139054	0.337485	95.119995	89.949997	
0.010000	0.144540	0.327195	94.779999	90.259995	
0.010000	0.142597	0.305726	94.979996	90.599998	
0.010000	0.135645	0.325722	95.167999	90.579994	
0.010000	0.139360	0.313874	95.003998	90.529999	
0.010000	0.138876	0.328892	95.045998	90.070000	
0.010000	0.139149	0.333104	95.056000	90.470001	
0.010000	0.139424	0.331457	95.084000	90.439995	
0.010000	0.136408	0.339232	95.129997	90.059998	
0.010000	0.139322	0.353483	95.070000	89.970001	
0.010000	0.137955	0.359031	95.183998	89.419998	
0.010000	0.138623	0.334890	95.070000	90.389999	
0.010000	0.144921	0.323607	94.807999	90.419998	
0.001000	0.107347	0.290553	96.297997	91.349998	
0.001000	0.092144	0.287974	96.885994	91.549995	
0.001000	0.088440	0.290428	97.019997	91.500000	
0.001000	0.085488	0.289571	97.141998	91.549995	
0.001000	0.081461	0.289647	97.297997	91.619995	
0.001000	0.083315	0.291297	97.173996	91.659996	
0.001000	0.080002	0.293846	97.301994	91.639999	
0.001000	0.081333	0.290885	97.259995	91.720001	
0.001000	0.078271	0.291533	97.357994	91.549995	
0.001000	0.075530	0.297198	97.451996	91.799995	
0.001000	0.076122	0.297800	97.451996	91.659996	
0.001000	0.075740	0.298664	97.495995	91.750000	
0.001000	0.072461	0.295641	97.577995	91.659996	
0.001000	0.074221	0.303540	97.559998	91.589996	
0.001000	0.071664	0.300967	97.589996	91.610001	
0.001000	0.075478	0.307387	97.477997	91.680000	
0.001000	0.071973	0.303591	97.593994	91.599998	
0.001000	0.070327	0.309752	97.621994	91.619995	
0.001000	0.071442	0.304098	97.587997	91.449997	
0.001000	0.070583	0.302868	97.638000	91.519997	
0.001000	0.070472	0.306442	97.638000	91.509995	
0.001000	0.067837	0.305916	97.778000	91.579994	
0.001000	0.071719	0.305824	97.612000	91.629997	
0.001000	0.067855	0.311333	97.751999	91.389999	
0.001000	0.067939	0.313639	97.689995	91.379997	
0.001000	0.067103	0.310705	97.771996	91.529999	
0.001000	0.066544	0.308684	97.750000	91.589996	
0.001000	0.066153	0.312133	97.727997	91.649994	
0.001000	0.066828	0.314738	97.813995	91.689995	
0.001000	0.064679	0.313669	97.863998	91.360001	
0.001000	0.065859	0.313892	97.785995	91.430000	
0.001000	0.064327	0.315978	97.889999	91.439995	
0.001000	0.065317	0.311248	97.834000	91.669998	
0.001000	0.065554	0.309055	97.759995	91.639999	
0.001000	0.064104	0.310674	97.769997	91.680000	
0.001000	0.064893	0.312198	97.827995	91.599998	
0.001000	0.064864	0.315153	97.797997	91.500000	
0.001000	0.062944	0.311560	97.944000	91.720001	
0.001000	0.063427	0.317980	97.899994	91.570000	
0.001000	0.063843	0.310016	97.865997	91.519997	
0.001000	0.063306	0.320928	97.809998	91.549995	
0.001000	0.063628	0.325438	97.891998	91.239998	
0.001000	0.064482	0.316958	97.834000	91.459999	
0.001000	0.061421	0.320679	97.921997	91.379997	
0.001000	0.061771	0.321469	97.956001	91.320000	
0.001000	0.061965	0.319683	98.005997	91.549995	
0.001000	0.061750	0.317301	97.933998	91.729996	
0.001000	0.061607	0.319211	97.879997	91.529999	
0.001000	0.061016	0.318894	97.973999	91.439995	
0.001000	0.062088	0.322295	97.888000	91.619995	
0.001000	0.061047	0.329077	97.895996	91.479996	
0.001000	0.060010	0.316621	97.995995	91.659996	
0.001000	0.059916	0.317949	98.068001	91.479996	
0.001000	0.060104	0.326643	97.965996	91.419998	
0.001000	0.059299	0.316379	98.001999	91.479996	
0.001000	0.057948	0.327049	98.029999	91.419998	
0.001000	0.058547	0.325113	98.082001	91.570000	
0.001000	0.060538	0.327019	97.963997	91.389999	
0.001000	0.059220	0.330734	98.040001	91.299995	
0.001000	0.060972	0.327660	97.939995	91.360001	
0.001000	0.060666	0.326090	97.975998	91.629997	
0.001000	0.058837	0.328202	97.977997	91.500000	
0.001000	0.056934	0.326224	98.112000	91.699997	
0.001000	0.057620	0.330143	98.033997	91.360001	
0.001000	0.058866	0.325421	98.012001	91.689995	
0.001000	0.058444	0.329112	98.065994	91.449997	
0.001000	0.058914	0.334510	98.043999	91.500000	
0.001000	0.056686	0.334826	98.073997	91.360001	
0.001000	0.058300	0.332881	98.043999	91.439995	
0.001000	0.057038	0.334896	98.029999	91.349998	
0.001000	0.057219	0.331926	98.103996	91.369995	
0.001000	0.057963	0.331333	98.054001	91.320000	
0.001000	0.058124	0.327488	98.026001	91.360001	
0.001000	0.057689	0.332307	98.047997	91.209999	
0.001000	0.056768	0.332728	98.129997	91.449997		
